Issue Type,Issue key,Issue id,Summary,Assignee,Assignee Id,Status,Created,Custom field (Start Quantity),Custom field (Rejected Quantity),Custom field (Conclusion),Custom field (Sheet Numbers),Custom field (Rejected Sensors),Time Spent
QAG - Wearable Line - Outer Layer,QAG-383,32173,LN-R00165,Jack Grattidge,712020:d76c870f-1554-4a60-ad97-2bd47949b182,Disposition,20/Oct/25 11:29 AM,140.0,46.0,"140 sensors are present in this lot, 46 have failed for the reasons listed in the table below. The majority of failures (23 sensors) are due to mean WE measurements exceeding 30 microns. This 30-micron threshold was established as an interim acceptance criterion based on QAG-371. The current QCI specification is 25 microns; however, the 30-micron limit was applied to this lot as a placeholder until formal QCI updates were implemented. Based on this, sensors with mean thickness between 10 µm and 30 µm will be passed awaiting SME review.

||*Reason*||*Fails*||
|Fibre|2|
|Mean Avg greater than 30 microns|23|
|Image Missing|3|
|OL 9 microns Avg|1|
|Sensors Removed by Operator (Pre OL Fail)|13|
|SME to-review|3|
|Bent Needle|1|

We should take into considerations that this lot was affected during OL due to a lose magnet stuck to an OL holder.","Z31Z-499

Z31Z-498

Z31X-496

Z31Y-500

Z31X-497

Z31Y-502","||*Sheet ID*||*Sensor ID*||*Failure Mode*||
|Z31X-469|Z31X-496-C2|Mean WE >30|
| |Z31X-496-C5|Mean WE >30|
| |Z31X-496-C7|Mean WE >30|
| |Z31X-496-E3|Mean WE >30|
| |Z31X-496-E7|Mean WE >30|
| |Z31X-496-F3|Sensor Removed|
| |Z31X-496-F4|Mean WE >30|
| |Z31X-496-F7|Sensor Removed|
|Z31X-497|Z31X-497-B8|Fibres|
| |Z31X-497-D4|SME Review Lump on tip|
| |Z31X-497-D7|Fibres|
|Z31Y-500|Z31Y-500-A8|Mean WE >30|
| |Z31Y-500-B2|Mean WE >30|
| |Z31Y-500-B5|Mean WE >30|
| |Z31Y-500-B6|Mean WE >30|
| |Z31Y-500-B7|Mean WE >30|
| |Z31Y-500-C2|Post OL Image missing|
| |Z31Y-500-C3|Mean WE >30|
| |Z31Y-500-C4|Sensor Removed|
| |Z31Y-500-C5|Mean WE >30|
| |Z31Y-500-C6|Mean WE >30|
| |Z31Y-500-C7|Mean WE >30|
| |Z31Y-500-D4|Mean WE >30|
| |Z31Y-500-D5|Sensor Removed|
| |Z31Y-500-D7|Sensor Removed|
| |Z31Y-500-D8|Mean WE >30|
| |Z31Y-500-E2|Mean WE >30|
| |Z31Y-500-E3|Mean WE >30|
| |Z31Y-500-F1|Mean WE >30|
| |Z31Y-500-F4|Mean WE >30|
|Z31Y-502|Z31Y-502-B3|SME Review Fibre |
| |Z31Y-502-D2|Mean WE >30|
| |Z31Y-502-D7|Mean WE >30|
| |Z31Y-502-E8|Missing Post OL Image|
| |Z31Y-502-F7|Sensor Removed|
|Z31Z-498|Z31Z-498-A2|Sensor Removed|
| |Z31Z-498-A6|SME Review Lumps|
| |Z31Z-498-B1|Sensor Removed|
| |Z31Z-498-B2|Sensor Removed|
| |Z31Z-498-D1|Sensor Removed|
| |Z31Z-498-D2|Bent Needle|
| |Z31Z-498-E1|Sensor Removed|
| |Z31Z-498-E5|Pre OL Image Missing|
| |Z31Z-498-F1|Sensor Removed|
| |Z31Z-498-F2|OL Measurement|
|Z31Z-499|Z31Z-499-A7|Sensor Removed|",
QAG - Wearable Line - Final Inspection,QAG-382,32160,LN-C00426/438/430/429 -Z31T,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Release,17/Oct/25 3:52 PM,148.0,16.0,"LN-C00430 - 8 sensors to start with 1 fail for lump

LN-C00429 - 47 sensors 5 rejected for damaged needles, missing images, and lumps

LN-C00438 - 10 sensors passed

LN-C00426 - 83 sensors 12 sensors failed for missing post-adhesive imaging, fibres and bent sensors



In total the sensors that have passed awaiting SME review are 128 sensors",Z31T-474,"LN-C00430

||*Sensor ID*||*Failure Modes*||
|Z31T-474-C3|Lump|

LN-C00429

||*Sensor ID*||*Failure Mode*||
|Z31T-474-F1|Fibre|
|Z31T-476-F2|Missing Post-adhesive images|
|Z31T-477-D6|Missing Post-adhesive images|
|Z31T-477-E4|Damaged Needle|
|Z31T-477-F7|Bent Sensor|

LN-C00426

||*Sensor ID*||*Failure mode*||
|Z31T-469-E5|Bent Sensor|
|Z31T-472-C2|Bent Sensor|
|Z31T-470-B4|Missing post-adhesive image|
|Z31T-470-C8|Bent needle|
|Z31T-471-C7|Missing post-adhesive image|
|Z31T-470-F8|fibre|
|Z31T-471-C6|fibre|
|Z31T-471-D6|Lump on needle|
|Z31T-470-B7|Lump on needle tip|
|Z31T-474-A2|SME review Needles look tilted|",
QAG - Wearable Line - Dispense,QAG-381,32109,LN-Q00161,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Disposition,16/Oct/25 11:21 AM,75.0,31.0,"75 sensors are in this lot, 31 sensors failed awaiting SME review. 16/31 failed for fibres, 2 failed for dispense surface area, and 13 are flagged for SME review.  44 sensors are accepted","Z31X-496

Z31X-497","||*Sensor ID*||*Failure Mode*||
|Z31X-496-A4|Fibre|
|Z31X-496-B2|Dispense SA 0 |
|Z31X-496-B4|Fibre|
|Z31X-496-B7|Fibre|
|Z31X-496-C6|Fibre|
|Z31X-496-C8|Fibre|
|Z31X-496-D1|Merging Spots SME Review|
|Z31X-496-D2|Merging Spots/ Fibre|
|Z31X-496-D4|Merging Spots SME Review|
|Z31X-496-D5|Merging Spots SME Review|
|Z31X-496-D6|Merging Spots SME Review|
|Z31X-496-D7|Merging Spots SME Review|
|Z31X-496-D8|Merging Spots SME Review|
|Z31X-496-E1|Merging Spots SME Review|
|Z31X-496-E2|Merging Spots SME Review|
|Z31X-496-E4|SME Review|
|Z31X-496-E5|SME Review|
|Z31X-496-F1|Dispense Area|
|Z31X-496-F6|Fibre|
|Z31X-496-F8|Fibre|
|Z31X-497-A4|Fibre|
|Z31X-497-A7|Fibre|
|Z31X-497-B2|Dispense Area|
|Z31X-497-B6|Fibre|
|Z31X-497-C6|Fibre|
|Z31X-497-D1|Fibre|
|Z31X-497-D6|Fibre|
|Z31X-497-D8|Fibre|
|Z31X-497-E5|Fibre|
|Z31X-497-F2|Dispense SA|
|Z31X-497-F3|Fibre|",
QAG - Wearable Line - Dispense,QAG-380,32108,LN-Q00162,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Disposition,16/Oct/25 11:20 AM,67.0,21.0,"67 sensors in this lot. 24 failed, mostly due to fibres, some measurement errors and blurry images. 43 sensors passing awaiting SME review. 



After SME review 21 sensors failed and 46 sensors will proceed to the next step in manufacturing","Z31Z-498

Z31Z-499","||*Sheet ID*||*Sensor ID*||*Failure mode*||
|Z31Z-498|Z31Z-498-A1|Fibre|
| |Z31Z-498-A6|Dielectric Overprint|
| |Z31Z-498-B3|Debris|
| |Z31Z-498-B4|Fibre on Shoulder / SME review|
| |Z31Z-498-B8|Fibre|
| |Z31Z-498-C3|Improper Background (Measurement Failure)|
| |Z31Z-498-C5|Lump |
| |Z31Z-498-D4|Fibre|
| |Z31Z-498-D6|Fibre|
| |Z31Z-498-E3|Fibre|
| |Z31Z-498-F7|Measurement Error |
|Z31Z-499|Z31Z-499-A2|Improper Background (Measurement Failure)|
| |Z31Z-499-A8|Fibre|
| |Z31Z-499-B3|Fibre|
| |Z31Z-499-C2|Fibre|
| |Z31Z-499-C6|Fibre|
| |Z31Z-499-D1|Bent Needle |
| |Z31Z-499-D4|Lump |
| |Z31Z-499-E2|Measurement Error |
| |Z31Z-499-F5|Measurement Error |
| |Z31Z-499-F8|Fibre|",
QAG - Wearable Line - Dispense,QAG-379,32048,LN-Q00163,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Disposition,15/Oct/25 5:38 PM,73.0,14.0,"73 sensors present in the lot, 14 were failed/ flagged for SME review. Majority of fails were due to fibres, the rest were dispense flags for SME review. 59 sensors passed

SR12 build is low on yield so after re-reviewing this sensors were initially failed (20 sensors failed in total) but now changed to 14. 

||*Sensor ID*||*Failure Before*||
|Z31Y-500-E8|Fibres, now Accept|
|Z31Y-502-B4|Fibres, now Accept|
|Z31Y-502-D6|Fibres, now Accept|
|Z31Y-502-E7|Fibres, now Accept|
|Z31Y-502-F1|Fibres, now Accept|
|Z31Y-502-F4|Fibres, now Accept|","Z31Y-502

Z31Y-500","||*Sheet ID*||*Sensor ID*||*Failure mode*||
|Z31Y-500|Z31Y-500-A1|Fibre|
| |Z31Y-500-B3|Fibre|
| |Z31Y-500-C1|SME review|
| |Z31Y-500-D3|Lumps on Needle / SME Review|
| |Z31Y-500-E5|Fibre|
| |Z31Y-500-F3|SME review|
|Z31Y-502|Z31Y-502-A5|Fibre|
| |Z31Y-502-B2|Fibre|
| |Z31Y-502-B7|Lump on needle/ SME review|
| |Z31Y-502-C6|Fibre|
| |Z31Y-502-D4|Fibre|
| |Z31Y-502-E1|SME review|
| |Z31Y-502-F5|Fibre|",
QAG - Wearable Line - Screen Print,QAG-378,32037,LN-P00168,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Disposition,15/Oct/25 11:20 AM,144.0,37.0,"This lot started with 144 sensors, 37 were rejected due to mostly improper background, no measurements, fibres, and missing/ bent sensors. The accepted quantity of sensors is 107 ","Z31Y-501

Z31Y-502

Z31Y-500","||*Sensor ID*||*Failure Mode*||
||Z31Y-500-A3|Improper Background|
||Z31Y-500-A4|Improper Background|
||Z31Y-500-A7|Bent Sensor|
||Z31Y-500-B1|Fibre|
||Z31Y-500-B4|Fibre|
||Z31Y-500-B8|Improper Background|
||Z31Y-500-C8|Improper Background|
||Z31Y-500-D1|Fibre|
||Z31Y-500-D2|Fibre|
||Z31Y-500-D6|Bent Sensor|
||Z31Y-500-E4|Missing Sensor|
||Z31Y-500-E6|Silver overprint on bridge|
||Z31Y-500-E7|Improper Background|
||Z31Y-500-F2|Missing Sensor|
||Z31Y-500-F5|Fibre|
||Z31Y-501-A2|Fibre|
||Z31Y-501-A5|Fibre|
||Z31Y-501-B2|Fibre|
||Z31Y-501-B3|Improper Background|
||Z31Y-501-B4|Missing Sensor|
||Z31Y-501-B6|Missing Sensor|
||Z31Y-501-C1|Improper Background|
||Z31Y-501-C5|Fibre|
||Z31Y-501-E1|Fibre|
||Z31Y-501-E5|Bent Sensor|
||Z31Y-501-E8|Improper Background|
||Z31Y-501-F2|Fibre|
||Z31Y-501-F6|Fibre|
||Z31Y-501-F8|Fibre|
||Z31Y-502-A2|No Measurements|
||Z31Y-502-A3|No Measurements|
||Z31Y-502-A7|No image |
||Z31Y-502-C1|Improper Background|
||Z31Y-502-C8|Improper Background|
||Z31Y-502-E3|Improper Background|
||Z31Y-502-E6|Silver overprint on bridge|
||Z31Y-502-F2|Fibre|",
QAG - Wearable Line - Screen Print,QAG-377,32036,LN-P00167,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Disposition,15/Oct/25 11:20 AM,96.0,29.0,"Started with 96 sensors, 26 failed for multiple reasons such as fibres, no measurements, improper backgrounds, and bent sensors. 67 sensors are accepted. ","Z31Z-498

Z31Z-499","||*Sensor ID*||*Failure Mode*||
|Z31Z-498-A3|Improper Background|
|Z31Z-498-A4|Improper Background / Damaged Needle / No Measurements|
|Z31Z-498-A7|Damaged Tip|
|Z31Z-498-A8|Fibre|
|Z31Z-498-B6|Sensor Missing|
|Z31Z-498-C1|Improper Background|
|Z31Z-498-C8|Dielectric Overprint|
|Z31Z-498-E2|Improper Background|
|Z31Z-498-E4|Fibre|
|Z31Z-498-E6|Silver Overprint on Bridge|
|Z31Z-498-E7|Improper Background|
|Z31Z-499-A1|Damage on all sensors|
|Z31Z-499-A3|No Measurements|
|Z31Z-499-A4|Improper background|
|Z31Z-499-A5|Fibre|
|Z31Z-499-A6|Big Lumps of fibres|
|Z31Z-499-B6|Damaged tip|
|Z31Z-499-C1|Improper background/ Fibre|
|Z31Z-499-C8|Improper Background / Fibre|
|Z31Z-499-D5|Improper Background|
|Z31Z-499-D6|Fibre|
|Z31Z-499-D8|Fibre|
|Z31Z-499-E1|Bent Sensor|
|Z31Z-499-E5|Improper Background|
|Z31Z-499-E6|Silver Overprint on Bridge|
|Z31Z-499-E8|Improper Background|
|Z31Z-499-F1|Bent Sensor / Image with no focus|
|Z31Z-499-F2|Fibre|
|Z31Z-499-F6|Improper Background|",
QAG - Wearable Line - Screen Print,QAG-376,32035,LN-P00166,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Disposition,15/Oct/25 11:20 AM,96.0,21.0,"A total of 96 sensors were in this lot, 21 have failed for multiple reasons such as fibres, missing measurements, improper background and a bent needle. ","Z31X-496

Z31X-497","||*Sensor ID*||*Failure Mode*||
|Z31X-496-A3|No measurements|
|Z31X-496-A5|Fibre|
|Z31X-496-A8|Fibre|
|Z31X-496-B1|Fibre|
|Z31X-496-B8|No measurements|
|Z31X-496-C1|Improper Background|
|Z31X-496-C3|Fibre|
|Z31X-496-D3|Fibre|
|Z31X-496-E6|Silver Overprint on bridge|
|Z31X-496-E8|Fibre|
|Z31X-496-F5|Fibre|
|Z31X-497-A3|Improper Background|
|Z31X-497-B7|Dielectric overprint on bridge|
|Z31X-497-C1|Improper Background|
|Z31X-497-C4|Fibre|
|Z31X-497-C8|Improper Background|
|Z31X-497-E1|Fibre|
|Z31X-497-E6|Silver Overprint on bridge|
|Z31X-497-E8|No measurements|
|Z31X-497-F5|Fibre|
|Z31X-497-F8|Bent Needle|",
QAG - Wearable Line - Outer Layer,QAG-375,31907,LN-R00164,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Disposition,10/Oct/25 4:10 PM,144.0,36.0,"A total of 144 sensors were included in this lot. 12 sensors failed the pre-Outer Layer inspection due to double imaging. After dipping, the imaging issue was resolved, and these sensors appeared acceptable in the post-Outer Layer imaging. However, since this build is intended for external insertion, these sensors will not be accepted for release. They will remain at the manufacturing facility and be stored for potential use in future developmental builds.

Additional failures were observed for fibres, missing needles, and surface lumps. In total, 29 sensors were rejected, resulting in 115 sensors accepted and pending SME review.","Z31U-493

Z31U-490

Z31T-476

Z31U-492

Z31T-477

Z31U-491

Z31T-480","||*Sensor ID*||*Failure Mode*||
|Z31T-477-B7|Double image showing Pre OL (Rejected for this build but will be stored for developmental builds) |
|Z31T-477-B8|Double image showing Pre OL (Rejected for this build but will be stored for developmental builds) |
|Z31T-477-C2|Missing Needle|
|Z31T-477-C3|Missing Needle|
|Z31T-477-C4|Missing Needle|
|Z31T-477-C5|Missing Needle|
|Z31T-480-A4|Fibre|
|Z31U-490-C4|Pre OL image failure/ Post OL Missing Needle|
|Z31U-490-C5|Pre OL image failure/ Post OL Missing Needle|
|Z31U-490-D6|SME Review faulty tip|
|Z31U-490-E2|Pre OL image failure/ Post OL Missing Needle|
|Z31U-490-E5|Pre OL image failure|
|Z31U-490-F6|Lump on Needle|
|Z31U-491-A5|Irregular Needle / SME Review|
|Z31U-491-A6|Irregular Needle / SME Review|
|Z31U-491-A8|Irregular Needle / SME Review|
|Z31U-491-B4|Operator Fail|
|Z31U-491-B8|Missing Needle|
|Z31U-491-D6|Lump on Needle / Max Thickness 40.6 microns |
|Z31U-492-A7|Fibre|
|Z31U-492-D1|Max Thickness 40.83 microns|
|Z31U-492-D2|Post OL Image Missing|
|Z31U-492-D3|Operator Fail/ Missing Needle |
|Z31U-492-D7|Missing Needle|
|Z31U-492-E5|Double image showing Pre OL (Rejected for this build but will be stored for developmental builds) |
|Z31U-493-A1|Operator Fail|
|Z31U-493-C8|Double image showing Pre OL (Rejected for this build but will be stored for developmental builds) |
|Z31U-493-D4|Double image showing Pre OL (Rejected for this build but will be stored for developmental builds) |
|Z31U-493-D7|Pre OL Image Damaged/ Operator Fail|
|Z31U-492-B5|Double image showing Pre OL (Rejected for this build but will be stored for developmental builds) |
|Z31U-492-B6|Double image showing Pre OL (Rejected for this build but will be stored for developmental builds) |
|Z31U-492-B7|Double image showing Pre OL (Rejected for this build but will be stored for developmental builds) |
|Z31U-492-E7|Double image showing Pre OL (Rejected for this build but will be stored for developmental builds) |
|Z31U-492-E8|Double image showing Pre OL (Rejected for this build but will be stored for developmental builds) |
|Z31U-493-D5|Double image showing Pre OL (Rejected for this build but will be stored for developmental builds) |
|Z31U-493-D6|Double image showing Pre OL (Rejected for this build but will be stored for developmental builds) |",
QAG - Wearable Line - Screen Print,QAG-374,31886,LN-P00165,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Disposition,10/Oct/25 1:49 PM,192.0,59.0,"69.3% Yield 

59 sensors were failed out of 192. Mostly failed for fibres , 7 failed for no measurement data","Z31U-495

Z31U-494

Z31U-493

Z31U-492","||*Sensor ID*||*Fail Reason*||
|Z31U-492-A5|No measurements|
|Z31U-492-A6|Fibre|
|Z31U-492-A8|Fibre|
|Z31U-492-B8|Fibre|
|Z31U-492-C1|Lump on Left Needle Tip|
|Z31U-492-C2|Fibre|
|Z31U-492-C4|Fibre|
|Z31U-492-C5|Fibre|
|Z31U-492-D8|Fibre|
|Z31U-492-E6|Silver overprint on bridge/ Fibre|
|Z31U-492-F1|Dielectric height looks short SME review|
|Z31U-492-F2|Dielectric height looks short SME review|
|Z31U-492-F4|Fibre|
|Z31U-492-F5|Fibre|
|Z31U-493-A2|Fibre|
|Z31U-493-A3|Fibre|
|Z31U-493-A5|Fibre|
|Z31U-493-A7|No measurements|
|Z31U-493-A8|No measurements|
|Z31U-493-B1|Fibre|
|Z31U-493-B5|Fibre|
|Z31U-493-B6|Fibre|
|Z31U-493-B8|Fibre|
|Z31U-493-C1|Fibre|
|Z31U-493-C2|Fibre / Lump|
|Z31U-493-C5|Fibre|
|Z31U-493-C6|No measurements / Fibre|
|Z31U-493-C7|Fibre|
|Z31U-493-D1|Fibre|
|Z31U-493-D3|Fibre|
|Z31U-493-E6|Silver overprint on bridge|
|Z31U-493-F4|Fibre|
|Z31U-493-F5|Fibre|
|Z31U-494-A6|Fibre|
|Z31U-494-B8|Fibre|
|Z31U-494-C2|Fibre|
|Z31U-494-C3|Fibre|
|Z31U-494-C8|Fibre|
|Z31U-494-D1|Fibre|
|Z31U-494-D3|Fibre|
|Z31U-494-D4|Fibre|
|Z31U-494-D8|Fibre|
|Z31U-494-E4|Fibre|
|Z31U-494-E6|Silver overprint on bridge|
|Z31U-494-F6|Fibre|
|Z31U-495-A3|Fibre|
|Z31U-495-A6|Fibre|
|Z31U-495-A7|Fibre|
|Z31U-495-B6|Fibre|
|Z31U-495-B8|No measurements|
|Z31U-495-C7|No Measurements|
|Z31U-495-C8|Bent Sensor|
|Z31U-495-D8|No Measurements|
|Z31U-495-E6|Silver overprint on bridge|
|Z31U-495-F1|Fibre|
|Z31U-495-F2|Fibre|
|Z31U-495-F6|Fibre|
|Z31U-495-F7|Fibre|
|Z31U-495-F8|fibre|",
QAG - Wearable Line - Outer Layer,QAG-373,31866,LN-R00162,Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Disposition,10/Oct/25 10:16 AM,106.0,10.0,"Started with 106 sensors and failed 14 sensors. Only 4 failed due to Mean WE Thickness being higher than our threshold. As this threshold is not set, I have put a comment next to the failed sensor awaiting SME review. Some failed for fibres and a few for removed needles.  <25 µm limit relates to sensitivity, not insertion, therefore this sensors should be okay to pass. However, the SME will have final say. I have uploaded uniformity and thickness data. 



After SME review, we will pass the 4 sensors with WE mean thickness above the set threshold. 

New number of accepted sensors is 96","Z31T-474

Z31T-475

Z31T-476

Z31T-473

Z31T-479","||*Sensor ID*||*Failure Mode*||
|Z31T-474-C7|Missing Needle|
|Z31T-474-C8|Missing Needle|
|Z31T-474-E7|Fibre|
|Z31T-474-F5|Fibre|
|Z31T-475-A2|Operator Fail|
|Z31T-475-E7|Fibre|
|Z31T-476-A7|No Post OL image|
|Z31T-476-B5|Fibre|
|Z31T-476-D1|Missing Needle|
|Z31T-476-D2|Fibre|",
QAG - Wearable Line - Outer Layer,QAG-371,31858,LN-R00163 (Z31U),Ryan Harrison,712020:7cb0df07-b1d1-479a-87ab-c5dc3da859d2,Approvals,09/Oct/25 4:55 PM,144.0,27.0,"Currently, evaluation is based only on mean thickness. Uniformity was optimized for 100 µm in Sprint 2006 and hasn’t been optimized for 50 µm. JB mentioned in the SEND chat that we can be flexible with uniformity, so it won’t be used as a pass/fail criterion for now.

In SR, when yields were low, we accepted anything under 30 µm. The reasoning was that an extra 5 µm doesn’t impact insertion, and the <25 µm limit relates to sensitivity, not insertion. The lowest mean thickness observed is 15 µm, so accepting up to 30 µm keeps total variation in mean thickness within 15 µm.

Based on this, sensors with mean thickness between 10 µm and 30 µm will be passed, and uniformity will be excluded until optimization for 50 µm is complete.","Z31U-488

Z31U-490

Z31U-486

Z31U-489

Z31U-487","||*sensor_id*||*mean_thickness*||*TUS*||*Fail Reason*||
|Z31U-486-A5|32.56448379952522|0.37241319349995905|OL Thickness > 30um|
|Z31U-486-A7|36.128930199527446|0.31726611179087516|OL Thickness > 30um|
|Z31U-486-D3|31.471151386572842|0.3329741044924819|OL Thickness > 30um|
|Z31U-486-D5|31.695918476013386|0.3876471197434748|OL Thickness > 30um|
|Z31U-486-D6|30.917847767607764|0.3677274888557629|OL Thickness > 30um|
|Z31U-486-E3|38.081363275271826|0.3149569169307854|OL Thickness > 30um|
|Z31U-486-E5|40.40443062054423|0.35977768445183766|OL Thickness > 30um|
|Z31U-486-E6|41.32906427923852|0.3149103018398443|OL Thickness > 30um|
|Z31U-486-E8|34.31545806691593|0.2986751218067411|OL Thickness > 30um|
|Z31U-486-F1|38.56215108892566|0.198368388297046|OL Thickness > 30um|
|Z31U-486-F2|33.92851256310967|0.22351636482564205|OL Thickness > 30um|
|Z31U-486-F3|31.84957352907263|0.2872024102633687|OL Thickness > 30um|
|Z31U-488-B5|35.7882237073694|0.25944668205169685|OL Thickness > 30um|
|Z31U-488-B6|31.14235598324482|0.3251111311730037|OL Thickness > 30um|
|Z31U-488-B7|35.59320727833317|0.16068956221507974|OL Thickness > 30um|
|Z31U-488-B8|33.040366484866745|0.25576423969422685|OL Thickness > 30um|
|Z31U-488-C1|31.625541770760773|0.3171997383231788|OL Thickness > 30um|
|Z31U-488-C2|32.77319455908274|0.29379744914200523|OL Thickness > 30um|
|Z31U-488-F4|32.781032507251716|0.2833022415138639|Sensor Removed|
|Z31U-487-B3|27.321438372478777|0.3414801590112987|Fibre|
|Z31U-488-A7|21.294740836066442|0.4674485511151757|Sensor Removed|
|Z31U-488-B2|24.853992401161186|0.2673848761025677|Sensor Removed|
|Z31U-488-B4|27.209335947284934|0.2161305704843844|Bent Sensor|
|Z31U-488-C6|25.213107491021887|0.30442887786567574|Fibre|
|Z31U-489-A8|24.40509037743074|0.2830177243771648|Sensor Removed|
|Z31U-489-D7|27.298649335191882|0.12227159783289503|Bent Sensor|
|Z31U-489-F7|22.633760395003883|0.4410980994086827|Sensor Removed|",
QAG - Wearable Line - Outer Layer,QAG-370,31848,LN-R00161 (Z31T),Grace Chappell Facuse,712020:5316c26f-e0cc-4781-9709-8feff95c3e02,Disposition,09/Oct/25 12:38 PM,144.0,30.0,"144 total sensors

30 sensors failed, 26 failed from missing sensor. Those 26 sensors were removed previous to the post OL dip because they were bent/ damaged.  114 sensors were accepted awaiting SME review. ","Z31T-469

Z31T-472

Z31T-474

Z31T-470

Z31T-471","||*Sensor ID*||*Failure Mode*||
|Z31T-469-B3|SME review Lumps|
|Z31T-469-C2|Post OL Image missing|
|Z31T-469-E7|Missing Needle|
|Z31T-469-F2|Missing Needle|
|Z31T-470-A3|Missing Needle|
|Z31T-470-A6|Missing Needle|
|Z31T-470-A7|Missing Needle|
|Z31T-470-A8|Missing Needle|
|Z31T-470-B2|Missing Needle|
|Z31T-470-C2|Missing Needle|
|Z31T-470-C3|Missing Needle|
|Z31T-470-D4|Missing Needle|
|Z31T-470-F7|Missing Needle|
|Z31T-471-C1|Missing Needle|
|Z31T-471-D5|Missing Needle|
|Z31T-471-E2|Missing Needle|
|Z31T-471-F1|Missing Needle|
|Z31T-471-F3|Missing Needle|
|Z31T-471-F7|Missing Needle|
|Z31T-472-C3|Missing Needle|
|Z31T-472-C4|SME Review Thickness|
|Z31T-472-C6|Missing Needle|
|Z31T-472-C7|SME Review Tip bent|
|Z31T-472-C8|Missing Needle|
|Z31T-472-D4|Missing Needle|
|Z31T-472-E2|Missing Needle|
|Z31T-472-E4|Missing Needle|
|Z31T-472-F5|Missing Needle|
|Z31T-472-F8|Missing Needle|
|Z31T-474-B5|Missing Needle|",
